Ｆ.Ｍ.Ｓ 期貨交易系統           錯 誤 訊 息 說 明 檔                    [FERB]
│ 30 │ 00 │ 03 │ ZH │  子帳號未建檔(F0MP)                                │
│ 30 │ 00 │ 03 │ ZI │  請由子帳號下單                                    │
│ 30 │ 00 │ 03 │ ZJ │  太早委託(自營)                                    │
│ 30 │ 00 │ 03 │ ZK │  母子帳號對應錯誤                                  │
│ 30 │ 00 │ 03 │ ZL │  開戶作業程序尚未完成,請洽營業員                   │
│ 30 │ 00 │ 03 │ ZM │  避險戶不可先建立多方部位                          │
│ 30 │ 00 │ 03 │ ZN │  無此子帳下單代碼                                  │
│ 30 │ 00 │ 03 │ ZP │  請改用子帳委託                                    │
│ 30 │ 00 │ 03 │ ZQ │  尚未申請指平功能                                  │
│ 30 │ 00 │ 03 │ ZR │  指平口數大於留倉口數                              │
│ 30 │ 00 │ 03 │ ZS │  避險戶不可先建立多方部位                          │
└──┴──┴──┴──┴──────────────────────────┘



